chNFe,cnpj_emit,nNFe,cProd,cEAN,cBarra,xProd,NCM,CEST,indEscala,CFOP,uCom,qCom,vUnCom,vProd,cEANTrib,cBarraTrib,uTrib,qTrib,vUnTrib,indTot,xPed,nItemPed,nLote,qLote,dFab,dVal,cAgreg
,01402063000137,73609,,,,"SEM XML",,,,,,0,0,4153.44,,,,0,0,0,4931401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73610,,,,"SEM XML",,,,,,0,0,19957.7,,,,0,0,0,4922901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73611,,,,"SEM XML",,,,,,0,0,42693.5,,,,0,0,0,4924501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73612,,,,"SEM XML",,,,,,0,0,69460.4,,,,0,0,0,4921001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73613,,,,"SEM XML",,,,,,0,0,121235,,,,0,0,0,4903301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73614,,,,"SEM XML",,,,,,0,0,11812,,,,0,0,0,4911501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73617,,,,"SEM XML",,,,,,0,0,744.24,,,,0,0,0,4969101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73626,,,,"SEM XML",,,,,,0,0,1391.52,,,,0,0,0,4968801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73636,,,,"SEM XML",,,,,,0,0,52243.6,,,,0,0,0,4914701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73642,,,,"SEM XML",,,,,,0,0,3742.08,,,,0,0,0,4978701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73643,,,,"SEM XML",,,,,,0,0,4421.52,,,,0,0,0,4979101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73646,,,,"SEM XML",,,,,,0,0,1290,,,,0,0,0,4966501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73654,,,,"SEM XML",,,,,,0,0,40022.2,,,,0,0,0,4970001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73656,,,,"SEM XML",,,,,,0,0,8587.05,,,,0,0,0,4941801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73662,,,,"SEM XML",,,,,,0,0,2252.88,,,,0,0,0,4932701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73663,,,,"SEM XML",,,,,,0,0,1009.44,,,,0,0,0,4975301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73664,,,,"SEM XML",,,,,,0,0,2418.6,,,,0,0,0,4908301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73665,,,,"SEM XML",,,,,,0,0,9941.52,,,,0,0,0,4949401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73667,,,,"SEM XML",,,,,,0,0,14795.9,,,,0,0,0,4901501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73671,,,,"SEM XML",,,,,,0,0,37584.3,,,,0,0,0,4905701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73676,,,,"SEM XML",,,,,,0,0,3956.4,,,,0,0,0,4899701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73678,,,,"SEM XML",,,,,,0,0,1391.52,,,,0,0,0,4931601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73680,,,,"SEM XML",,,,,,0,0,1391.52,,,,0,0,0,4931701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73681,,,,"SEM XML",,,,,,0,0,1001.88,,,,0,0,0,4932001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73683,,,,"SEM XML",,,,,,0,0,5077.26,,,,0,0,0,4922401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73685,,,,"SEM XML",,,,,,0,0,4583.52,,,,0,0,0,4989601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73686,,,,"SEM XML",,,,,,0,0,16222.3,,,,0,0,0,4987001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73693,,,,"SEM XML",,,,,,0,0,662.64,,,,0,0,0,4968501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73694,,,,"SEM XML",,,,,,0,0,1208.4,,,,0,0,0,4975901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73697,,,,"SEM XML",,,,,,0,0,1972.56,,,,0,0,0,4976301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73699,,,,"SEM XML",,,,,,0,0,3192.12,,,,0,0,0,4909401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73701,,,,"SEM XML",,,,,,0,0,4323.36,,,,0,0,0,4916201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73703,,,,"SEM XML",,,,,,0,0,580.32,,,,0,0,0,4913301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73704,,,,"SEM XML",,,,,,0,0,1208.4,,,,0,0,0,4983801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73705,,,,"SEM XML",,,,,,0,0,744.24,,,,0,0,0,4986501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73708,,,,"SEM XML",,,,,,0,0,682.68,,,,0,0,0,4992001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73709,,,,"SEM XML",,,,,,0,0,489.6,,,,0,0,0,4992301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73710,,,,"SEM XML",,,,,,0,0,14073,,,,0,0,0,4992101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73711,,,,"SEM XML",,,,,,0,0,4720.8,,,,0,0,0,4914001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73712,,,,"SEM XML",,,,,,0,0,1335.36,,,,0,0,0,4977701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73715,,,,"SEM XML",,,,,,0,0,6265.88,,,,0,0,0,4985301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73716,,,,"SEM XML",,,,,,0,0,280.56,,,,0,0,0,4925801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73721,,,,"SEM XML",,,,,,0,0,545.76,,,,0,0,0,4976601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73722,,,,"SEM XML",,,,,,0,0,3343.44,,,,0,0,0,4945501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73724,,,,"SEM XML",,,,,,0,0,4203.36,,,,0,0,0,4984801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73725,,,,"SEM XML",,,,,,0,0,2840.94,,,,0,0,0,4989901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73726,,,,"SEM XML",,,,,,0,0,4236.47,,,,0,0,0,4765601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73730,,,,"SEM XML",,,,,,0,0,7578.66,,,,0,0,0,4993601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73733,,,,"SEM XML",,,,,,0,0,3269.28,,,,0,0,0,4908901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73734,,,,"SEM XML",,,,,,0,0,463.68,,,,0,0,0,4978401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73742,,,,"SEM XML",,,,,,0,0,489.6,,,,0,0,0,5008701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73744,,,,"SEM XML",,,,,,0,0,9407.4,,,,0,0,0,5010201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73748,,,,"SEM XML",,,,,,0,0,3031.5,,,,0,0,0,5000001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73757,,,,"SEM XML",,,,,,0,0,2607.48,,,,0,0,0,5019301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73758,,,,"SEM XML",,,,,,0,0,3098.88,,,,0,0,0,5015801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73760,,,,"SEM XML",,,,,,0,0,1802.4,,,,0,0,0,5015201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73763,,,,"SEM XML",,,,,,0,0,4640.04,,,,0,0,0,4997801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73765,,,,"SEM XML",,,,,,0,0,1733.76,,,,0,0,0,4997501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73777,,,,"SEM XML",,,,,,0,0,2740.68,,,,0,0,0,5009701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73779,,,,"SEM XML",,,,,,0,0,1619.64,,,,0,0,0,5003001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73793,,,,"SEM XML",,,,,,0,0,1772.04,,,,0,0,0,5002001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73798,,,,"SEM XML",,,,,,0,0,927.36,,,,0,0,0,4995801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73807,,,,"SEM XML",,,,,,0,0,382.08,,,,0,0,0,5037001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73811,,,,"SEM XML",,,,,,0,0,6254.94,,,,0,0,0,5001301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73813,,,,"SEM XML",,,,,,0,0,1091.52,,,,0,0,0,5008401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73826,,,,"SEM XML",,,,,,0,0,12016,,,,0,0,0,5011601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73831,,,,"SEM XML",,,,,,0,0,400.8,,,,0,0,0,5035501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73834,,,,"SEM XML",,,,,,0,0,4561.5,,,,0,0,0,5014001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73836,,,,"SEM XML",,,,,,0,0,2509.52,,,,0,0,0,5044001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73838,,,,"SEM XML",,,,,,0,0,3436.32,,,,0,0,0,5002501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73841,,,,"SEM XML",,,,,,0,0,10716.4,,,,0,0,0,5008001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73842,,,,"SEM XML",,,,,,0,0,7440.72,,,,0,0,0,5040301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73845,,,,"SEM XML",,,,,,0,0,1028.88,,,,0,0,0,5022001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73849,,,,"SEM XML",,,,,,0,0,13961,,,,0,0,0,5036701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73852,,,,"SEM XML",,,,,,0,0,5251.68,,,,0,0,0,5022201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73854,,,,"SEM XML",,,,,,0,0,23435.5,,,,0,0,0,5017401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73856,,,,"SEM XML",,,,,,0,0,1666.2,,,,0,0,0,5013701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73857,,,,"SEM XML",,,,,,0,0,2000.52,,,,0,0,0,5034701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73858,,,,"SEM XML",,,,,,0,0,764.16,,,,0,0,0,5037201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73859,,,,"SEM XML",,,,,,0,0,8846.64,,,,0,0,0,5016901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73862,,,,"SEM XML",,,,,,0,0,2967.48,,,,0,0,0,5018101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73864,,,,"SEM XML",,,,,,0,0,1857.6,,,,0,0,0,5047001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73866,,,,"SEM XML",,,,,,0,0,1873.56,,,,0,0,0,5036101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73867,,,,"SEM XML",,,,,,0,0,11923.2,,,,0,0,0,4997201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73868,,,,"SEM XML",,,,,,0,0,2198.16,,,,0,0,0,5060801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73869,,,,"SEM XML",,,,,,0,0,3064.32,,,,0,0,0,5060201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73870,,,,"SEM XML",,,,,,0,0,3153.6,,,,0,0,0,5003601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73871,,,,"SEM XML",,,,,,0,0,979.2,,,,0,0,0,5062101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73874,,,,"SEM XML",,,,,,0,0,757.76,,,,0,0,0,5035001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73876,,,,"SEM XML",,,,,,0,0,2980.8,,,,0,0,0,5058201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73877,,,,"SEM XML",,,,,,0,0,4356,,,,0,0,0,5058501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73879,,,,"SEM XML",,,,,,0,0,2813.76,,,,0,0,0,5057801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73880,,,,"SEM XML",,,,,,0,0,1326.96,,,,0,0,0,5057501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73881,,,,"SEM XML",,,,,,0,0,4293.56,,,,0,0,0,5061401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73882,,,,"SEM XML",,,,,,0,0,2674.08,,,,0,0,0,5061901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73883,,,,"SEM XML",,,,,,0,0,4050.72,,,,0,0,0,5042701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73884,,,,"SEM XML",,,,,,0,0,981.36,,,,0,0,0,5068901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73886,,,,"SEM XML",,,,,,0,0,519.48,,,,0,0,0,5068701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73887,,,,"SEM XML",,,,,,0,0,1001.88,,,,0,0,0,5072001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73888,,,,"SEM XML",,,,,,0,0,12981.6,,,,0,0,0,5070901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73889,,,,"SEM XML",,,,,,0,0,17605.8,,,,0,0,0,5071301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73894,,,,"SEM XML",,,,,,0,0,382.08,,,,0,0,0,5073101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73895,,,,"SEM XML",,,,,,0,0,764.16,,,,0,0,0,5073301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73900,,,,"SEM XML",,,,,,0,0,10037.2,,,,0,0,0,5029001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73901,,,,"SEM XML",,,,,,0,0,382.08,,,,0,0,0,5072501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73904,,,,"SEM XML",,,,,,0,0,4113.72,,,,0,0,0,5082401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73907,,,,"SEM XML",,,,,,0,0,7154.76,,,,0,0,0,5099201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73908,,,,"SEM XML",,,,,,0,0,4327.2,,,,0,0,0,5094101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73909,,,,"SEM XML",,,,,,0,0,840.6,,,,0,0,0,5088101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73910,,,,"SEM XML",,,,,,0,0,489.6,,,,0,0,0,5069601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73914,,,,"SEM XML",,,,,,0,0,2368.44,,,,0,0,0,5082801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73915,,,,"SEM XML",,,,,,0,0,2178,,,,0,0,0,5094401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73916,,,,"SEM XML",,,,,,0,0,489.6,,,,0,0,0,5089801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73917,,,,"SEM XML",,,,,,0,0,545.76,,,,0,0,0,5090101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73919,,,,"SEM XML",,,,,,0,0,489.6,,,,0,0,0,5088901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73920,,,,"SEM XML",,,,,,0,0,258.48,,,,0,0,0,5088601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73927,,,,"SEM XML",,,,,,0,0,1847.52,,,,0,0,0,5086801,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73929,,,,"SEM XML",,,,,,0,0,4398.6,,,,0,0,0,5067901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73930,,,,"SEM XML",,,,,,0,0,489.6,,,,0,0,0,5090301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73935,,,,"SEM XML",,,,,,0,0,1239.96,,,,0,0,0,5069101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73939,,,,"SEM XML",,,,,,0,0,7155,,,,0,0,0,5087401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73940,,,,"SEM XML",,,,,,0,0,1616.54,,,,0,0,0,5070601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73941,,,,"SEM XML",,,,,,0,0,3754.08,,,,0,0,0,5100501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73943,,,,"SEM XML",,,,,,0,0,1977.84,,,,0,0,0,5072201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73950,,,,"SEM XML",,,,,,0,0,4356,,,,0,0,0,5084401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73951,,,,"SEM XML",,,,,,0,0,2368.44,,,,0,0,0,5083701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73953,,,,"SEM XML",,,,,,0,0,891.36,,,,0,0,0,5075201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73954,,,,"SEM XML",,,,,,0,0,3479.04,,,,0,0,0,5100901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73960,,,,"SEM XML",,,,,,0,0,382.08,,,,0,0,0,5074501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73961,,,,"SEM XML",,,,,,0,0,1001.88,,,,0,0,0,5074301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73962,,,,"SEM XML",,,,,,0,0,545.76,,,,0,0,0,5099001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73965,,,,"SEM XML",,,,,,0,0,4164.84,,,,0,0,0,5074901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73966,,,,"SEM XML",,,,,,0,0,325.04,,,,0,0,0,5100701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73967,,,,"SEM XML",,,,,,0,0,7725.6,,,,0,0,0,5084901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73968,,,,"SEM XML",,,,,,0,0,1153.56,,,,0,0,0,5064101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73969,,,,"SEM XML",,,,,,0,0,2538.36,,,,0,0,0,5059701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73970,,,,"SEM XML",,,,,,0,0,2375.52,,,,0,0,0,5059901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73971,,,,"SEM XML",,,,,,0,0,489.6,,,,0,0,0,5101501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73973,,,,"SEM XML",,,,,,0,0,6583.56,,,,0,0,0,5106301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73982,,,,"SEM XML",,,,,,0,0,1309.92,,,,0,0,0,5091501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73988,,,,"SEM XML",,,,,,0,0,12522.2,,,,0,0,0,5118701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73989,,,,"SEM XML",,,,,,0,0,6255.6,,,,0,0,0,5121901,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73991,,,,"SEM XML",,,,,,0,0,527.4,,,,0,0,0,5122401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73992,,,,"SEM XML",,,,,,0,0,637.56,,,,0,0,0,5067201,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,73993,,,,"SEM XML",,,,,,0,0,1437.6,,,,0,0,0,5124301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74000,,,,"SEM XML",,,,,,0,0,1417.44,,,,0,0,0,5089101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74001,,,,"SEM XML",,,,,,0,0,31485.6,,,,0,0,0,5123501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74003,,,,"SEM XML",,,,,,0,0,4024.68,,,,0,0,0,5121101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74006,,,,"SEM XML",,,,,,0,0,20979.6,,,,0,0,0,5117701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74007,,,,"SEM XML",,,,,,0,0,6611.08,,,,0,0,0,5121601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74012,,,,"SEM XML",,,,,,0,0,4083.48,,,,0,0,0,5119001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74016,,,,"SEM XML",,,,,,0,0,6335.4,,,,0,0,0,5120101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74020,,,,"SEM XML",,,,,,0,0,1165.44,,,,0,0,0,5132001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74021,,,,"SEM XML",,,,,,0,0,4235.28,,,,0,0,0,5131501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74023,,,,"SEM XML",,,,,,0,0,2034,,,,0,0,0,5131701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74024,,,,"SEM XML",,,,,,0,0,1438.92,,,,0,0,0,5132401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74026,,,,"SEM XML",,,,,,0,0,1165.92,,,,0,0,0,5128101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74027,,,,"SEM XML",,,,,,0,0,1017,,,,0,0,0,5128601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74028,,,,"SEM XML",,,,,,0,0,4009.2,,,,0,0,0,5123701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74037,,,,"SEM XML",,,,,,0,0,1717.68,,,,0,0,0,5118001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74042,,,,"SEM XML",,,,,,0,0,2302.8,,,,0,0,0,5118401,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74048,,,,"SEM XML",,,,,,0,0,3713.52,,,,0,0,0,5133301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74051,,,,"SEM XML",,,,,,0,0,2687.4,,,,0,0,0,5118601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74054,,,,"SEM XML",,,,,,0,0,2714.64,,,,0,0,0,5127501,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74055,,,,"SEM XML",,,,,,0,0,1840.44,,,,0,0,0,5120701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74056,,,,"SEM XML",,,,,,0,0,1143.6,,,,0,0,0,5122101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74057,,,,"SEM XML",,,,,,0,0,1017,,,,0,0,0,5122301,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74066,,,,"SEM XML",,,,,,0,0,3940.68,,,,0,0,0,5124601,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74067,,,,"SEM XML",,,,,,0,0,2146.32,,,,0,0,0,5125001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74070,,,,"SEM XML",,,,,,0,0,3719.76,,,,0,0,0,5127001,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74071,,,,"SEM XML",,,,,,0,0,4297.56,,,,0,0,0,5138101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74072,,,,"SEM XML",,,,,,0,0,36608.4,,,,0,0,0,5126101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74078,,,,"SEM XML",,,,,,0,0,27940.6,,,,0,0,0,5125701,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
,01402063000137,74081,,,,"SEM XML",,,,,,0,0,8307.6,,,,0,0,0,5118101,0,,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",
