id,ide_cUF,ide_cNF,ide_natOp,ide_mod,ide_serie,ide_nNF,ide_dhEmi,ide_tpNF,ide_idDest,ide_cMunFG,ide_tpImp,ide_tpEmis,ide_cDV,ide_tpAmb,ide_finNFe,ide_indFinal,ide_indPres,ide_procEmi,ide_verProc,emit_CNPJ,emit_xNome,emit_xFant,emit_xLgr,emit_nro,emit_xBairro,emit_cMun,emit_xMun,emit_xCpl,emit_UF,emit_CEP,emit_cPais,emit_xPais,emit_fone,emit_IE,emit_CRT,dest_CNPJ,dest_xNome,dest_xLgr,dest_nro,dest_xCpl,dest_xBairro,dest_cMun,dest_xMun,dest_UF,dest_CEP,dest_cPais,dest_xPais,dest_fone,dest_indEDest,dest_IE,dest_email,det_nItem,total_ICMSTot_vBC,total_ICMSTot_vICMS,total_ICMSTot_vICMSDeson,total_ICMSTot_vFCP,total_ICMSTot_vBCST,total_ICMSTot_vST,total_ICMSTot_vFCPST,total_ICMSTot_vFCPSTRet,total_ICMSTot_vProd,total_ICMSTot_vFrete,total_ICMSTot_vSeg,total_ICMSTot_vDesc,total_ICMSTot_vII,total_ICMSTot_vIPI,total_ICMSTot_vIPIDevol,total_ICMSTot_vPIS,total_ICMSTot_vCOFINS,total_ICMSTot_vOutro,total_ICMSTot_vNF,transp_modFrete,transp_CNPJ,transp_xNome,transp_xEnder,transp_xMun,transp_UF,transp_qVol,transp_esp,transp_marca,transp_pesoL,transp_pesoB,pag_indPag,pag_tPag,pag_xPag,pag_vPag,infAdic_infCpl
11,35,01426805,VENDA,55,1,14982,"2023-08-31 10:36:35",1,2,3550308,1,1,0,1,1,0,9,0,Futur3_2023.5.29.65,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,33108864000180,"TBV COSMETICOS LTDA","PC SENHOR DO BONFIM",136,,CENTRO,2902906,"BARRA DO CHOCA",BA,45120000,1058,BRASIL,7721014900,1,156581923,tbvcosmeticos@gmail.com,NULL,22206.12,1345.09,0.00,0.00,0.00,0.00,0.00,0.00,22206.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22206.12,1,40582397000272,"TRANSPORTADORA CENTRAL LTDA","R PASCHOAL ZIMBARDI 301 CIDADE INDUSTRIAL SA",GUARULHOS,SP,42,CAIXAS,"RUBY ROSE",263.99,470.03,99,99.00,"Outro Pagamento",22206.12,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 .;; Conf. Ajuste Sinief 07/05, clausula 18; Total Bc ICMS 4% R$ 6978,24 , vl. ICMS R$ 279,13; Total Bc ICMS 7% R$ 15227,88 , vl. ICMS R$ 1065,96; Nota Fiscal referente ao(s) Pedido(s) 180105"
12,35,01427005,VENDA,55,1,14983,"2023-08-31 10:37:54",1,2,3550308,1,1,1,1,1,0,9,0,Futur3_2023.5.29.65,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,38309105000108,"GREEN MAKE DISTRIBUIDORA DE COSMETICOS LTDA","R ABATIA",162,********,VARZEA,2611606,RECIFE,PE,50740330,1058,BRASIL,8199927973,1,090798317,rubyrose.pe@outlook.com,NULL,2129.04,85.16,0.00,0.00,0.00,0.00,0.00,0.00,2129.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2129.04,1,10973773000108,"RAPIDO FIGUEIREDO LOGISTICA E TRANSPORTES EIRELI","RUA OURO VERDE DE GOIAS 1233 CID. IND. SATELITE DE SP",GUARULHOS,SP,2,CAIXAS,"RUBY ROSE",12.60,27.94,99,99.00,"Outro Pagamento",2129.04,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 .;; Nota Fiscal referente ao(s) Pedido(s) 183105"
13,35,01428805,VENDA,55,2,76712,"2023-08-31 13:36:28",1,1,3550308,1,1,2,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,45498745000160,"ANNE MAKE-UP ARMARINHOS LTDA","AV SEN QUEIROS",611,"LOJA 50 C",CENTRO,3550308,"SAO PAULO",SP,01026001,1058,BRASIL,1182235168,1,134454803119,didirehem@gmail.com,NULL,5316.96,1329.24,0.00,0.00,10721.57,1351.15,0.00,0.00,5316.96,0.00,0.00,0.00,0.00,760.33,0.00,87.73,410.74,0.00,7428.44,1,,,,,,13,CAIXAS,"RUBY ROSE",111.78,131.70,99,99.00,"Outro Pagamento",7428.44,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Nota Fiscal referente ao(s) Pedido(s) 148905"
14,35,01429505,VENDA,55,2,76713,"2023-08-31 14:18:44",1,2,3550308,1,1,6,1,1,0,9,0,Futur3_2023.5.29.37,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,16368562000122,"ATACADO DOS COSMETICOS LTDA","RUA VOLUNTARIOS DA PATRIA",170,LOJA15/17,CENTRO,4314902,"PORTO ALEGRE",RS,90030000,1058,BRASIL,5130295989,1,0963490753,diegodornellespontes@gmail.com,NULL,2257.20,90.29,0.00,0.00,5261.04,1224.98,105.22,0.00,2257.20,0.00,0.00,0.00,0.00,322.78,0.00,47.67,223.19,0.00,3910.18,1,87183570000223,"TRANSPORTADORA MINUANO LTDA","R DOMINGOS PACHECO QD 5 - BOX 12 AO 15 JD JULIETA","SAO PAULO",SP,5,CAIXAS,"RUBY ROSE",45.42,53.46,99,99.00,"Outro Pagamento",3910.18,"O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Total de FCP ST Bc. R$ 5.261,04, vl. R$ 105,22. Nota Fiscal referente ao(s) Pedido(s) 138205"
15,35,01429205,VENDA,55,1,14992,"2023-08-31 13:39:27",1,1,3550308,1,1,4,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,45498745000160,"ANNE MAKE-UP ARMARINHOS LTDA","AV SEN QUEIROS",611,"LOJA 50 C",CENTRO,3550308,"SAO PAULO",SP,01026001,1058,BRASIL,1182235168,1,134454803119,didirehem@gmail.com,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.48,1,,,,,,1,CAIXA,"RUBY ROSE",1.44,5.60,99,99.00,"Outro Pagamento",167.48,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 .;; Nota Fiscal referente ao(s) Pedido(s) 148805 TOTAL BC ST R$ 17,36 - Total ICMS retido cobravel R$ 3,08"
16,35,01429305,VENDA,55,1,14993,"2023-08-31 13:40:23",1,1,3550308,1,1,8,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,45498745000160,"ANNE MAKE-UP ARMARINHOS LTDA","AV SEN QUEIROS",611,"LOJA 50 C",CENTRO,3550308,"SAO PAULO",SP,01026001,1058,BRASIL,1182235168,1,134454803119,didirehem@gmail.com,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16238.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16238.64,1,,,,,,47,CAIXAS,"RUBY ROSE",367.24,482.78,99,99.00,"Outro Pagamento",16238.64,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 .;; Nota Fiscal referente ao(s) Pedido(s) 149005 TOTAL BC ST R$ 16855,44 - Total ICMS retido cobravel R$ 3136,92"
17,35,01430505,VENDA,55,2,76717,"2023-08-31 15:25:21",1,2,3550308,1,1,0,1,1,0,9,0,Futur3_2023.5.29.65,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,45393524000128,"ANA MARINILCE DOS REIS FORTE","AV UNIAO",2433,********,MEMORARE,2211001,TERESINA,PI,64009500,1058,BRASIL,8981079309,1,197107133,rubyrosepiaui@gmail.com,NULL,18216.48,728.65,0.00,0.00,0.00,0.00,0.00,0.00,18216.48,0.00,0.00,0.00,0.00,2604.96,0.00,384.72,1801.25,0.00,20821.44,1,07494510000373,"RODOCARGAS NORDESTE TRANSPORTE DE CARGAS EIRELI","VLA URGA 144 ******** VILA NOVA BONSUCESSO",GUARULHOS,SP,45,CAIXAS,"RUBY ROSE",479.09,567.60,99,99.00,"Outro Pagamento",20821.44,"Nota Fiscal referente ao(s) Pedido(s) 180805"
18,35,01430905,VENDA,55,1,15000,"2023-08-31 15:28:14",1,2,3550308,1,1,8,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,45393524000128,"ANA MARINILCE DOS REIS FORTE","AV UNIAO",2433,********,MEMORARE,2211001,TERESINA,PI,64009500,1058,BRASIL,8981079309,1,197107133,rubyrosepiaui@gmail.com,NULL,2440.00,170.80,0.00,0.00,0.00,0.00,0.00,0.00,2440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2440.00,1,07494510000373,"RODOCARGAS NORDESTE TRANSPORTE DE CARGAS EIRELI","VLA URGA 144 ******** VILA NOVA BONSUCESSO",GUARULHOS,SP,10,CAIXAS,"RUBY ROSE",81.60,120.00,99,99.00,"Outro Pagamento",2440.00,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 .;; Nota Fiscal referente ao(s) Pedido(s) 181105"
19,35,01430705,VENDA,55,2,76718,"2023-08-31 15:26:39",1,2,3550308,1,1,0,1,1,0,9,0,Futur3_2023.5.29.65,01402063000137,"NELIDA DO BRASIL COM. E IMP. LTDA","NELIDA DO BRASIL COM. E IMP. LTDA","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO",,SP,03006030,1058,BRASIL,1132294990,114971928114,3,45393524000128,"ANA MARINILCE DOS REIS FORTE","AV UNIAO",2433,********,MEMORARE,2211001,TERESINA,PI,64009500,1058,BRASIL,8981079309,1,197107133,rubyrosepiaui@gmail.com,NULL,9277.20,371.09,0.00,0.00,0.00,0.00,0.00,0.00,9277.20,0.00,0.00,0.00,0.00,1326.64,0.00,195.93,917.33,0.00,10603.84,1,07494510000373,"RODOCARGAS NORDESTE TRANSPORTE DE CARGAS EIRELI","VLA URGA 144 ******** VILA NOVA BONSUCESSO",GUARULHOS,SP,30,CAIXAS,"RUBY ROSE",152.28,214.92,99,99.00,"Outro Pagamento",10603.84,"Nota Fiscal referente ao(s) Pedido(s) 181205"
20,35,01429605,VENDA,55,1,14995,"2023-08-31 14:21:04",1,2,3550308,1,1,1,1,1,0,9,0,Futur3_2023.5.29.37,31388753000140,"FABULOUS COSMETICOS LTDA","FABULOUS COSMETICOS","RUA R S QUIRINO",260,"VILA GUILHERME",3550308,"SAO PAULO","CONJ 2",SP,02056070,1058,BRASIL,1134730717,119913670116,3,16368562000122,"ATACADO DOS COSMETICOS LTDA","RUA VOLUNTARIOS DA PATRIA",170,LOJA15/17,CENTRO,4314902,"PORTO ALEGRE",RS,90030000,1058,BRASIL,5130295989,1,0963490753,diegodornellespontes@gmail.com,NULL,2760.84,241.88,0.00,0.00,5097.44,989.13,91.11,0.00,2760.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3841.08,1,87183570000223,"TRANSPORTADORA MINUANO LTDA","R DOMINGOS PACHECO QD 5 - BOX 12 AO 15 JD JULIETA","SAO PAULO",SP,5,CAIXAS,"RUBY ROSE",33.90,53.46,99,99.00,"Outro Pagamento",3841.08,"PIS e COFINS recolhidos com aliquotas 0% Conforme Lei n 10.147/2000, artigo 2 . Conf. Ajuste Sinief 07/05, clausula 18; Total Bc ICMS 4% R$ 1117,80 , vl. ICMS R$ 44,71; Total Bc ICMS 12% R$ 1643,04 , vl. ICMS R$ 197,17; O destinatario devera, com relacao as operacoes com mercadoria ou prestacoes de servico recebidas com imposto retido, escriturar o documento fiscal nos termos do art. 278 do RICMS. Total de FCP ST Bc. R$ 4.555,56, vl. R$ 91,11. Nota Fiscal referente ao(s) Pedido(s) 191905"
21,35,01432105,VENDA,55,1,32571,"2023-08-31 15:38:23",1,2,3550308,1,1,6,1,1,0,9,0,Futur3_2023.5.29.37,07243175000179,"BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","BIO-SINERGIA COSMETICOS E PRODUTOS DE HIGIENE PESSOAL LTDA.","RUA DA ALFANDEGA",200,BRAS,3550308,"SAO PAULO","GALPAO 09",SP,03006030,1058,BRASIL,1132270120,117015708110,3,45393524000128,"ANA MARINILCE DOS REIS FORTE","AV UNIAO",2433,********,MEMORARE,2211001,TERESINA,PI,64009500,1058,BRASIL,8981079309,1,197107133,rubyrosepiaui@gmail.com,NULL,1432.80,57.31,0.00,0.00,0.00,0.00,0.00,0.00,1432.80,0.00,0.00,0.00,0.00,46.57,0.00,8.94,41.26,0.00,1479.37,1,07494510000373,"RODOCARGAS NORDESTE TRANSPORTE DE CARGAS EIRELI","VLA URGA 144 ******** VILA NOVA BONSUCESSO",GUARULHOS,SP,10,CAIXAS,"RUBY ROSE",169.04,179.04,99,99.00,"Outro Pagamento",1479.37,"Nota Fiscal referente ao(s) Pedido(s) 181405"
